video_id,published_at,channel,topic,company_id,company,title,views,likes,comments,watch_time_minutes,country,sentiment_score,trend_score,funding_estimate_musd,hiring_activity_index,hashtags,popularity_growth_pct,volatility_metric,ai_summary,risk_indicator,innovation_score,adoption_score,source_reference
YT-804146,2026-03-13T19:00:00,Cloud Native Bytes,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,24754,1387,231,59644,India,-0.104,64.55,12.12,34.44,#generativeai|#AI|#IN,-3.94,9.27,"Analysts note that generative ai usage patterns on Mar 13, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.13,73.42,https://youtube.example.com/watch?v=804146
YT-804147,2026-03-13T09:00:00,Fireship,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,24046,1661,345,53440,India,0.02,64.55,9.93,44.09,#generativeai|#AI|#IN,-3.94,9.27,"Midjourney teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.13,73.42,https://youtube.example.com/watch?v=804147
YT-804148,2026-03-13T03:00:00,Two Minute Papers,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,58690,3476,551,149308,United Arab Emirates,0.112,64.91,14.61,43.64,#generativeai|#AI|#AE,-4.37,8.72,"Analysts note that generative ai usage patterns on Mar 13, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,91.07,72.68,https://youtube.example.com/watch?v=804148
YT-804149,2026-03-13T09:00:00,Cloud Native Bytes,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,164382,11675,1440,168544,United Arab Emirates,0.099,64.91,14.92,37.21,#generativeai|#AI|#AE,-4.37,8.72,"Analysts note that generative ai usage patterns on Mar 13, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,91.07,72.68,https://youtube.example.com/watch?v=804149
YT-804150,2026-03-14T03:00:00,MLOps Weekly,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,61640,5425,729,86897,Germany,0.344,61.41,2.09,41.61,#generativeai|#AI|#DE,-8.03,14.57,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.13,70.51,https://youtube.example.com/watch?v=804150
YT-804151,2026-03-14T20:00:00,The AI Breakdown,Generative AI,CMP-017,Stability AI,Generative AI market update: what Stability AI says about 2026 demand,23030,1334,246,53492,Germany,0.125,61.41,22.52,43.62,#generativeai|#AI|#DE,-8.03,14.57,"Stability AI teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.13,70.51,https://youtube.example.com/watch?v=804151
YT-804152,2026-03-15T19:00:00,Cloud Native Bytes,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,42400,2735,599,108816,Germany,-0.179,66.96,17.37,44.38,#generativeai|#AI|#DE,9.04,12.84,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,93.38,74.31,https://youtube.example.com/watch?v=804152
YT-804153,2026-03-15T13:00:00,Two Minute Papers,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,95121,2449,493,216828,Germany,0.187,66.96,32.98,39.06,#generativeai|#AI|#DE,9.04,12.84,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,93.38,74.31,https://youtube.example.com/watch?v=804153
YT-804154,2026-03-15T07:00:00,Two Minute Papers,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,51602,4399,491,116865,Singapore,0.267,65.74,33.85,29.83,#generativeai|#AI|#SG,1.8,9.04,"Google DeepMind teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,85.53,71.38,https://youtube.example.com/watch?v=804154
YT-804155,2026-03-15T14:00:00,Machine Learning Street Talk,Generative AI,CMP-017,Stability AI,Generative AI market update: what Stability AI says about 2026 demand,183921,8983,1901,401222,Singapore,0.466,65.74,16.49,35.55,#generativeai|#AI|#SG,1.8,9.04,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,85.53,71.38,https://youtube.example.com/watch?v=804155
YT-804156,2026-03-15T21:00:00,Cloud Native Bytes,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,75347,6125,1043,75982,France,0.034,66.08,16.87,45.04,#generativeai|#AI|#FR,1.97,9.69,"Analysts note that generative ai usage patterns on Mar 15, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.23,73.3,https://youtube.example.com/watch?v=804156
YT-804157,2026-03-15T02:00:00,Fireship,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,74062,1981,236,132981,France,0.266,66.08,40.4,47.35,#generativeai|#AI|#FR,1.97,9.69,"Analysts note that generative ai usage patterns on Mar 15, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.23,73.3,https://youtube.example.com/watch?v=804157
YT-804158,2026-03-16T21:00:00,MLOps Weekly,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,60628,5428,558,87346,Canada,0.07,69.32,10.03,43.03,#generativeai|#AI|#CA,10.72,15.83,"Analysts note that generative ai usage patterns on Mar 16, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.99,77.73,https://youtube.example.com/watch?v=804158
YT-804159,2026-03-16T00:00:00,MLOps Weekly,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,120112,4894,875,286310,Canada,0.115,69.32,18.03,33.69,#generativeai|#AI|#CA,10.72,15.83,"Analysts note that generative ai usage patterns on Mar 16, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.99,77.73,https://youtube.example.com/watch?v=804159
YT-804160,2026-03-16T19:00:00,Fireship,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,69495,1810,161,63684,United Arab Emirates,-0.095,65.08,29.35,33.12,#generativeai|#AI|#AE,5.98,9.48,"Midjourney teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.79,75.99,https://youtube.example.com/watch?v=804160
YT-804161,2026-03-16T12:00:00,Cloud Native Bytes,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,95713,4475,928,159453,United Arab Emirates,-0.199,65.08,14.82,38.85,#generativeai|#AI|#AE,5.98,9.48,"OpenAI teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.79,75.99,https://youtube.example.com/watch?v=804161
YT-804162,2026-03-17T00:00:00,Fireship,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,76994,2018,178,172565,India,0.149,67.03,10.79,39.43,#generativeai|#AI|#IN,2.5,8.26,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,94.94,74.69,https://youtube.example.com/watch?v=804162
YT-804163,2026-03-17T22:00:00,Two Minute Papers,Generative AI,CMP-017,Stability AI,Generative AI market update: what Stability AI says about 2026 demand,40350,2164,458,66435,India,0.13,67.03,8.5,42.09,#generativeai|#AI|#IN,2.5,8.26,"Analysts note that generative ai usage patterns on Mar 17, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,94.94,74.69,https://youtube.example.com/watch?v=804163
YT-804164,2026-03-17T02:00:00,Cloud Native Bytes,Generative AI,CMP-017,Stability AI,Generative AI market update: what Stability AI says about 2026 demand,17977,1616,173,37553,United Kingdom,-0.125,67.32,17.74,41.44,#generativeai|#AI|#UK,1.04,8.47,"Analysts note that generative ai usage patterns on Mar 17, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,88.86,76.38,https://youtube.example.com/watch?v=804164
YT-804165,2026-03-17T21:00:00,Cloud Native Bytes,Generative AI,CMP-017,Stability AI,Generative AI market update: what Stability AI says about 2026 demand,45835,1878,150,86945,United Kingdom,0.561,67.32,20.41,40.22,#generativeai|#AI|#UK,1.04,8.47,"Stability AI teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,88.86,76.38,https://youtube.example.com/watch?v=804165
YT-804166,2026-03-17T04:00:00,MLOps Weekly,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,102748,8995,1806,143925,Germany,0.226,66.75,15.25,40.42,#generativeai|#AI|#DE,1.36,7.5,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.28,76.74,https://youtube.example.com/watch?v=804166
YT-804167,2026-03-17T03:00:00,Two Minute Papers,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,16853,1359,289,41959,Germany,0.273,66.75,23.09,34.05,#generativeai|#AI|#DE,1.36,7.5,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,92.28,76.74,https://youtube.example.com/watch?v=804167
YT-804168,2026-03-17T21:00:00,Cloud Native Bytes,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,69669,4063,696,117653,Japan,0.403,66.12,15.41,36.01,#generativeai|#AI|#JP,0.47,8.03,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,94.62,74.72,https://youtube.example.com/watch?v=804168
YT-804169,2026-03-17T07:00:00,Machine Learning Street Talk,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,65353,3176,615,62661,Japan,0.126,66.12,20.27,36.83,#generativeai|#AI|#JP,0.47,8.03,"Google DeepMind teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,94.62,74.72,https://youtube.example.com/watch?v=804169
YT-804170,2026-03-17T19:00:00,Fireship,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,65649,2640,308,168754,France,0.411,64.84,4.45,44.75,#generativeai|#AI|#FR,-0.7,10.38,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.63,73.93,https://youtube.example.com/watch?v=804170
YT-804171,2026-03-17T08:00:00,Cloud Native Bytes,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,45729,3042,269,103291,France,0.199,64.84,21.1,39.36,#generativeai|#AI|#FR,-0.7,10.38,"OpenAI teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.63,73.93,https://youtube.example.com/watch?v=804171
YT-804172,2026-03-18T15:00:00,The AI Breakdown,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,149262,7955,931,126759,India,0.034,69.74,26.93,45.78,#generativeai|#AI|#IN,4.05,13.11,"Analysts note that generative ai usage patterns on Mar 18, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.4,73.25,https://youtube.example.com/watch?v=804172
YT-804173,2026-03-18T05:00:00,Two Minute Papers,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,60984,3129,322,135952,India,0.212,69.74,28.84,44.29,#generativeai|#AI|#IN,4.05,13.11,"Analysts note that generative ai usage patterns on Mar 18, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.4,73.25,https://youtube.example.com/watch?v=804173
YT-804174,2026-03-18T23:00:00,The AI Breakdown,Generative AI,CMP-017,Stability AI,Generative AI market update: what Stability AI says about 2026 demand,80046,6301,1338,169670,Canada,0.179,65.85,31.46,42.03,#generativeai|#AI|#CA,0.62,8.92,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,90.59,74.22,https://youtube.example.com/watch?v=804174
YT-804175,2026-03-18T21:00:00,Cloud Native Bytes,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,40606,2127,397,45425,Canada,0.48,65.85,38.34,55.0,#generativeai|#AI|#CA,0.62,8.92,"Google DeepMind teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,90.59,74.22,https://youtube.example.com/watch?v=804175
YT-804176,2026-03-18T03:00:00,MLOps Weekly,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,37122,1835,309,61941,United Arab Emirates,0.294,65.51,24.73,37.1,#generativeai|#AI|#AE,-4.26,10.33,"Analysts note that generative ai usage patterns on Mar 18, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.89,74.94,https://youtube.example.com/watch?v=804176
YT-804177,2026-03-18T17:00:00,The AI Breakdown,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,92119,7288,964,174687,United Arab Emirates,0.45,65.51,19.7,29.46,#generativeai|#AI|#AE,-4.26,10.33,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.89,74.94,https://youtube.example.com/watch?v=804177
YT-804178,2026-03-19T13:00:00,MLOps Weekly,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,181468,13465,2033,428804,United States,0.113,63.85,24.42,48.47,#generativeai|#AI|#US,-1.79,11.58,"OpenAI teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.05,76.1,https://youtube.example.com/watch?v=804178
YT-804179,2026-03-19T06:00:00,Two Minute Papers,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,35336,2596,417,89884,United States,0.024,63.85,25.7,46.06,#generativeai|#AI|#US,-1.79,11.58,"Meta AI teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.05,76.1,https://youtube.example.com/watch?v=804179
YT-804180,2026-03-19T02:00:00,Two Minute Papers,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,104428,3070,331,204529,Germany,0.203,66.42,4.51,32.06,#generativeai|#AI|#DE,-3.34,8.18,"Analysts note that generative ai usage patterns on Mar 19, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.12,73.8,https://youtube.example.com/watch?v=804180
YT-804181,2026-03-19T13:00:00,Two Minute Papers,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,10674,844,121,21767,Germany,-0.017,66.42,25.88,49.56,#generativeai|#AI|#DE,-3.34,8.18,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,93.12,73.8,https://youtube.example.com/watch?v=804181
YT-804182,2026-03-20T19:00:00,MLOps Weekly,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,39378,2277,217,101798,Canada,0.492,64.17,30.44,38.07,#generativeai|#AI|#CA,-3.02,9.39,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.0,77.09,https://youtube.example.com/watch?v=804182
YT-804183,2026-03-20T04:00:00,Cloud Native Bytes,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,36485,980,105,30838,Canada,0.313,64.17,33.72,35.56,#generativeai|#AI|#CA,-3.02,9.39,"Google DeepMind teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.0,77.09,https://youtube.example.com/watch?v=804183
YT-804184,2026-03-22T23:00:00,The AI Breakdown,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,75032,2015,258,66326,United Arab Emirates,0.33,65.75,21.81,41.56,#generativeai|#AI|#AE,2.44,9.42,"Google DeepMind teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,87.79,73.71,https://youtube.example.com/watch?v=804184
YT-804185,2026-03-22T14:00:00,MLOps Weekly,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,34143,974,126,49002,United Arab Emirates,0.263,65.75,7.47,50.98,#generativeai|#AI|#AE,2.44,9.42,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,87.79,73.71,https://youtube.example.com/watch?v=804185
YT-804186,2026-03-22T15:00:00,The AI Breakdown,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,66749,5679,562,93586,China,0.292,63.72,20.34,36.6,#generativeai|#AI|#CN,-0.5,8.87,"Analysts note that generative ai usage patterns on Mar 22, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,94.07,71.81,https://youtube.example.com/watch?v=804186
YT-804187,2026-03-22T21:00:00,MLOps Weekly,Generative AI,CMP-017,Stability AI,Generative AI market update: what Stability AI says about 2026 demand,88074,3906,320,99551,China,-0.048,63.72,24.14,39.32,#generativeai|#AI|#CN,-0.5,8.87,"Analysts note that generative ai usage patterns on Mar 22, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,94.07,71.81,https://youtube.example.com/watch?v=804187
YT-804188,2026-03-23T02:00:00,MLOps Weekly,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,51501,3882,336,112995,United Kingdom,0.448,66.7,19.65,39.64,#generativeai|#AI|#UK,2.78,9.51,"Midjourney teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.77,71.48,https://youtube.example.com/watch?v=804188
YT-804189,2026-03-23T23:00:00,Two Minute Papers,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,77750,1755,294,86670,United Kingdom,0.337,66.7,33.35,35.09,#generativeai|#AI|#UK,2.78,9.51,"Google DeepMind teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,91.77,71.48,https://youtube.example.com/watch?v=804189
YT-804190,2026-03-25T02:00:00,The AI Breakdown,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,146419,3378,592,169636,Singapore,-0.144,65.55,25.75,34.15,#generativeai|#AI|#SG,1.52,9.68,"Analysts note that generative ai usage patterns on Mar 25, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,88.61,73.49,https://youtube.example.com/watch?v=804190
YT-804191,2026-03-25T22:00:00,The AI Breakdown,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,26972,1089,162,32395,Singapore,0.037,65.55,27.5,28.66,#generativeai|#AI|#SG,1.52,9.68,"Meta AI teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,88.61,73.49,https://youtube.example.com/watch?v=804191
YT-804192,2026-03-26T19:00:00,MLOps Weekly,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,54458,1453,147,67882,Canada,0.0,65.22,30.05,30.54,#generativeai|#AI|#CA,-3.58,9.6,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,87.23,76.55,https://youtube.example.com/watch?v=804192
YT-804193,2026-03-26T01:00:00,Machine Learning Street Talk,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,39001,3460,741,62592,Canada,0.525,65.22,24.63,47.31,#generativeai|#AI|#CA,-3.58,9.6,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,87.23,76.55,https://youtube.example.com/watch?v=804193
YT-804194,2026-03-26T08:00:00,MLOps Weekly,Generative AI,CMP-017,Stability AI,Generative AI market update: what Stability AI says about 2026 demand,56304,2771,382,129359,France,0.418,66.4,28.94,45.16,#generativeai|#AI|#FR,2.2,7.78,"Stability AI teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,89.11,74.54,https://youtube.example.com/watch?v=804194
YT-804195,2026-03-26T06:00:00,Two Minute Papers,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,55739,2152,178,106636,France,0.107,66.4,3.88,38.56,#generativeai|#AI|#FR,2.2,7.78,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",low,89.11,74.54,https://youtube.example.com/watch?v=804195
YT-804196,2026-03-27T05:00:00,Cloud Native Bytes,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,68570,3923,364,105089,India,-0.114,64.35,15.67,43.48,#generativeai|#AI|#IN,-4.86,9.65,"Analysts note that generative ai usage patterns on Mar 27, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.27,72.96,https://youtube.example.com/watch?v=804196
YT-804197,2026-03-27T15:00:00,The AI Breakdown,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,135739,6297,1352,320457,India,0.14,64.35,25.81,34.86,#generativeai|#AI|#IN,-4.86,9.65,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.27,72.96,https://youtube.example.com/watch?v=804197
YT-804198,2026-03-28T21:00:00,Machine Learning Street Talk,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,110827,7080,1496,170910,Japan,0.089,63.61,27.43,38.06,#generativeai|#AI|#JP,-2.11,9.28,"Meta AI teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.14,74.9,https://youtube.example.com/watch?v=804198
YT-804199,2026-03-28T00:00:00,Cloud Native Bytes,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,61449,2431,232,66742,Japan,-0.145,63.61,12.07,42.26,#generativeai|#AI|#JP,-2.11,9.28,"Analysts note that generative ai usage patterns on Mar 28, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.14,74.9,https://youtube.example.com/watch?v=804199
YT-804200,2026-03-28T12:00:00,The AI Breakdown,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,53235,4102,759,91683,France,0.068,65.54,23.79,35.01,#generativeai|#AI|#FR,4.92,9.74,"Analysts note that generative ai usage patterns on Mar 28, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.14,75.56,https://youtube.example.com/watch?v=804200
YT-804201,2026-03-28T09:00:00,Machine Learning Street Talk,Generative AI,CMP-016,Midjourney,Generative AI market update: what Midjourney says about 2026 demand,33910,2510,536,55556,France,0.33,65.54,-1.17,38.72,#generativeai|#AI|#FR,4.92,9.74,"Analysts note that generative ai usage patterns on Mar 28, 2026 reflect both hype and practical deployment pressure. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.14,75.56,https://youtube.example.com/watch?v=804201
YT-804202,2026-03-28T01:00:00,The AI Breakdown,Generative AI,CMP-001,OpenAI,Generative AI market update: what OpenAI says about 2026 demand,127368,4269,780,215164,France,0.191,65.54,30.68,27.1,#generativeai|#AI|#FR,4.92,9.74,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.14,75.56,https://youtube.example.com/watch?v=804202
YT-804203,2026-03-28T21:00:00,Machine Learning Street Talk,Generative AI,CMP-017,Stability AI,Generative AI market update: what Stability AI says about 2026 demand,46490,3088,372,49224,France,0.303,65.54,16.75,37.83,#generativeai|#AI|#FR,4.92,9.74,"Developers are comparing tooling choices around generative ai as budget owners ask for faster ROI and clearer governance. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,90.14,75.56,https://youtube.example.com/watch?v=804203
YT-804204,2026-03-30T13:00:00,Cloud Native Bytes,Generative AI,CMP-003,Google DeepMind,Generative AI market update: what Google DeepMind says about 2026 demand,49680,1279,213,52033,France,0.204,64.11,11.3,37.83,#generativeai|#AI|#FR,-0.64,10.34,"Google DeepMind teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.51,71.42,https://youtube.example.com/watch?v=804204
YT-804205,2026-03-30T18:00:00,Cloud Native Bytes,Generative AI,CMP-005,Meta AI,Generative AI market update: what Meta AI says about 2026 demand,31555,1938,204,74239,France,0.095,64.11,22.89,36.25,#generativeai|#AI|#FR,-0.64,10.34,"Meta AI teams are discussing how generative ai is moving from experimentation into production buying cycles. Demand remains healthy, but platform differentiation now depends on reliability, cost control, and measurable adoption.",moderate,89.51,71.42,https://youtube.example.com/watch?v=804205
