job_id,posted_at,company,role,location,salary_usd,experience_years,skills,job_description,company_id,country,region,tech_category,hiring_index,funding_signal,sentiment_score,trend_score,popularity_growth_pct,volatility_metric,innovation_score,adoption_score,risk_indicator,source_platform
JOB-111037,2025-11-04T11:00:00,Replit,Tooling Engineer,San Francisco,176112.0,6,"LSP, IDE Extensions, React, TypeScript, Telemetry","Replit is hiring a Tooling Engineer in San Francisco to scale developer tools initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting regional go-to-market launches. Candidates should be comfortable with LSP, IDE Extensions, React and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,68.55,1.05,0.152,48.52,-1.44,10.09,83.02,74.86,low,LinkedIn
JOB-111038,2025-11-05T10:00:00,Replit,Agent Platform Engineer,New York,178745.0,6,"Tool Calling, LangChain, FastAPI, RAG, OpenAI API","Replit is hiring a Agent Platform Engineer in New York to scale ai agents initiatives across enterprise and developer workflows. The team is focused on global availability while supporting production customers. Candidates should be comfortable with Tool Calling, LangChain, FastAPI and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,68.92,1.05,0.246,50.45,3.31,9.01,82.45,74.95,low,LinkedIn
JOB-111039,2025-11-06T18:00:00,Replit,Agent Platform Engineer,New York,130738.0,1,"Tool Calling, RAG, Python, FastAPI, OpenAI API","Replit is hiring a Agent Platform Engineer in New York to scale ai agents initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting internal platform teams. Candidates should be comfortable with Tool Calling, RAG, Python and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,73.08,1.05,0.302,51.64,1.95,10.93,82.58,76.66,low,LinkedIn
JOB-111040,2025-11-07T20:00:00,Replit,Tooling Engineer,Seattle,170391.0,2,"TypeScript, React, Telemetry, LSP, IDE Extensions","Replit is hiring a Tooling Engineer in Seattle to scale developer tools initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting regional go-to-market launches. Candidates should be comfortable with TypeScript, React, Telemetry and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,67.44,1.05,0.154,49.77,-2.49,7.64,80.5,78.37,low,LinkedIn
JOB-111041,2025-11-09T08:00:00,Replit,Agent Platform Engineer,Austin,145417.0,4,"LangChain, FastAPI, Tool Calling, RAG, OpenAI API","Replit is hiring a Agent Platform Engineer in Austin to scale ai agents initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting open-source contributors. Candidates should be comfortable with LangChain, FastAPI, Tool Calling and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,65.03,1.05,0.253,50.2,-1.2,7.64,83.09,76.98,low,LinkedIn
JOB-111042,2025-11-10T18:00:00,Replit,AI Engineer,New York,170000.0,3,"Python, OpenAI API, LangChain, FastAPI, RAG","Replit is hiring a AI Engineer in New York to scale ai agents initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting production customers. Candidates should be comfortable with Python, OpenAI API, LangChain and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,66.01,1.05,0.133,51.82,3.64,8.28,81.45,77.48,low,LinkedIn
JOB-111043,2025-11-10T08:00:00,Replit,Agent Platform Engineer,New York,163242.0,6,"OpenAI API, RAG, Python, Tool Calling, FastAPI","Replit is hiring a Agent Platform Engineer in New York to scale ai agents initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting regional go-to-market launches. Candidates should be comfortable with OpenAI API, RAG, Python and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,66.01,1.05,0.133,51.82,3.64,8.28,81.45,77.48,low,LinkedIn
JOB-111044,2025-11-12T17:00:00,Replit,Applied Scientist,San Francisco,182190.0,6,"FastAPI, Tool Calling, LangChain, Python, OpenAI API","Replit is hiring a Applied Scientist in San Francisco to scale ai agents initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting regional go-to-market launches. Candidates should be comfortable with FastAPI, Tool Calling, LangChain and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,64.72,1.05,0.181,51.86,-1.7,10.34,81.02,75.03,low,LinkedIn
JOB-111045,2025-11-12T09:00:00,Replit,AI Engineer,Seattle,169159.0,6,"FastAPI, RAG, Python, Tool Calling, LangChain","Replit is hiring a AI Engineer in Seattle to scale ai agents initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting regional go-to-market launches. Candidates should be comfortable with FastAPI, RAG, Python and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,64.72,1.05,0.181,51.86,-1.7,10.34,81.02,75.03,low,LinkedIn
JOB-111046,2025-11-13T15:00:00,Replit,Applied Scientist,New York,180972.0,7,"OpenAI API, LangChain, Python, Tool Calling, FastAPI","Replit is hiring a Applied Scientist in New York to scale ai agents initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting production customers. Candidates should be comfortable with OpenAI API, LangChain, Python and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,77.95,1.05,0.234,53.68,1.97,11.05,83.66,76.66,low,LinkedIn
JOB-111047,2025-11-14T14:00:00,Replit,Developer Experience Engineer,Austin,168214.0,3,"IDE Extensions, Telemetry, React, TypeScript, LSP","Replit is hiring a Developer Experience Engineer in Austin to scale developer tools initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting open-source contributors. Candidates should be comfortable with IDE Extensions, Telemetry, React and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,72.33,1.05,0.167,53.59,0.93,8.68,83.54,76.59,low,LinkedIn
JOB-111048,2025-11-14T18:00:00,Replit,Frontend Engineer,Austin,158172.0,4,"IDE Extensions, React, LSP, TypeScript, Telemetry","Replit is hiring a Frontend Engineer in Austin to scale developer tools initiatives across enterprise and developer workflows. The team is focused on global availability while supporting internal platform teams. Candidates should be comfortable with IDE Extensions, React, LSP and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,72.33,1.05,0.167,53.59,0.93,8.68,83.54,76.59,low,LinkedIn
JOB-111049,2025-11-16T15:00:00,Replit,Applied Scientist,New York,173617.0,9,"OpenAI API, Python, Tool Calling, LangChain, RAG","Replit is hiring a Applied Scientist in New York to scale ai agents initiatives across enterprise and developer workflows. The team is focused on global availability while supporting regional go-to-market launches. Candidates should be comfortable with OpenAI API, Python, Tool Calling and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,86.78,1.05,0.302,52.82,0.1,9.34,84.68,75.39,low,LinkedIn
JOB-111050,2025-11-16T19:00:00,Replit,Frontend Engineer,San Francisco,149040.0,1,"LSP, React, IDE Extensions, TypeScript, Telemetry","Replit is hiring a Frontend Engineer in San Francisco to scale developer tools initiatives across enterprise and developer workflows. The team is focused on global availability while supporting open-source contributors. Candidates should be comfortable with LSP, React, IDE Extensions and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,86.78,1.05,0.302,52.82,0.1,9.34,84.68,75.39,low,LinkedIn
JOB-111051,2025-11-17T18:00:00,Replit,Applied Scientist,Seattle,188834.0,6,"RAG, Python, FastAPI, LangChain, OpenAI API","Replit is hiring a Applied Scientist in Seattle to scale ai agents initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting regional go-to-market launches. Candidates should be comfortable with RAG, Python, FastAPI and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,70.98,1.05,0.04,54.06,3.55,8.71,84.46,75.09,low,LinkedIn
JOB-111052,2025-11-18T21:00:00,Replit,Automation Engineer,Seattle,158580.0,7,"APIs, Workflows, Python, n8n, Zapier","Replit is hiring a Automation Engineer in Seattle to scale automation initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting regional go-to-market launches. Candidates should be comfortable with APIs, Workflows, Python and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,71.02,1.05,0.207,55.13,1.16,8.41,82.41,73.95,low,LinkedIn
JOB-111053,2025-11-18T20:00:00,Replit,Tooling Engineer,Austin,152903.0,3,"Telemetry, LSP, React, IDE Extensions, TypeScript","Replit is hiring a Tooling Engineer in Austin to scale developer tools initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting production customers. Candidates should be comfortable with Telemetry, LSP, React and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,71.02,1.05,0.207,55.13,1.16,8.41,82.41,73.95,low,LinkedIn
JOB-111054,2025-11-19T20:00:00,Replit,Agent Platform Engineer,Austin,173454.0,1,"FastAPI, RAG, OpenAI API, Tool Calling, Python","Replit is hiring a Agent Platform Engineer in Austin to scale ai agents initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting regional go-to-market launches. Candidates should be comfortable with FastAPI, RAG, OpenAI API and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,69.84,1.05,0.33,54.96,1.19,10.27,83.11,77.6,low,LinkedIn
JOB-111055,2025-11-19T14:00:00,Replit,Automation Engineer,Austin,150193.0,5,"Zapier, n8n, Workflows, Python, APIs","Replit is hiring a Automation Engineer in Austin to scale automation initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting internal platform teams. Candidates should be comfortable with Zapier, n8n, Workflows and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,69.84,1.05,0.33,54.96,1.19,10.27,83.11,77.6,low,LinkedIn
JOB-111056,2025-11-20T15:00:00,Replit,Automation Engineer,Austin,156551.0,3,"Workflows, APIs, n8n, Zapier, Python","Replit is hiring a Automation Engineer in Austin to scale automation initiatives across enterprise and developer workflows. The team is focused on global availability while supporting production customers. Candidates should be comfortable with Workflows, APIs, n8n and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,73.57,1.05,0.231,54.64,-1.26,7.57,85.46,77.99,low,LinkedIn
JOB-111057,2025-11-21T20:00:00,Replit,AI Engineer,Seattle,190326.0,5,"Python, FastAPI, OpenAI API, LangChain, Tool Calling","Replit is hiring a AI Engineer in Seattle to scale ai agents initiatives across enterprise and developer workflows. The team is focused on global availability while supporting internal platform teams. Candidates should be comfortable with Python, FastAPI, OpenAI API and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,68.91,1.05,0.357,54.0,-0.88,7.57,83.72,74.99,low,LinkedIn
JOB-111058,2025-11-21T17:00:00,Replit,Frontend Engineer,Seattle,174157.0,5,"TypeScript, React, Telemetry, LSP, IDE Extensions","Replit is hiring a Frontend Engineer in Seattle to scale developer tools initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting open-source contributors. Candidates should be comfortable with TypeScript, React, Telemetry and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,68.91,1.05,0.357,54.0,-0.88,7.57,83.72,74.99,low,LinkedIn
JOB-111059,2025-11-24T12:00:00,Replit,Agent Platform Engineer,Austin,176888.0,5,"RAG, LangChain, FastAPI, Python, OpenAI API","Replit is hiring a Agent Platform Engineer in Austin to scale ai agents initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting open-source contributors. Candidates should be comfortable with RAG, LangChain, FastAPI and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,67.35,1.05,0.214,53.51,3.36,7.52,83.66,74.68,low,LinkedIn
JOB-111060,2025-11-25T13:00:00,Replit,Solution Architect,New York,149802.0,6,"Python, Zapier, Workflows, APIs, n8n","Replit is hiring a Solution Architect in New York to scale automation initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting internal platform teams. Candidates should be comfortable with Python, Zapier, Workflows and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,65.9,1.05,0.141,54.14,0.95,9.06,85.25,76.55,low,LinkedIn
JOB-111061,2025-11-25T18:00:00,Replit,AI Engineer,New York,167950.0,3,"LangChain, Tool Calling, OpenAI API, Python, RAG","Replit is hiring a AI Engineer in New York to scale ai agents initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting open-source contributors. Candidates should be comfortable with LangChain, Tool Calling, OpenAI API and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,65.9,1.05,0.141,54.14,0.95,9.06,85.25,76.55,low,LinkedIn
JOB-111062,2025-11-25T08:00:00,Replit,Agent Platform Engineer,New York,169894.0,5,"Tool Calling, LangChain, RAG, OpenAI API, Python","Replit is hiring a Agent Platform Engineer in New York to scale ai agents initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting internal platform teams. Candidates should be comfortable with Tool Calling, LangChain, RAG and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,65.9,1.05,0.141,54.14,0.95,9.06,85.25,76.55,low,LinkedIn
JOB-111063,2025-11-25T19:00:00,Replit,Tooling Engineer,San Francisco,135002.0,5,"React, LSP, TypeScript, Telemetry, IDE Extensions","Replit is hiring a Tooling Engineer in San Francisco to scale developer tools initiatives across enterprise and developer workflows. The team is focused on global availability while supporting open-source contributors. Candidates should be comfortable with React, LSP, TypeScript and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,65.9,1.05,0.141,54.14,0.95,9.06,85.25,76.55,low,LinkedIn
JOB-111064,2025-11-25T18:00:00,Replit,Tooling Engineer,Austin,181658.0,6,"React, Telemetry, TypeScript, IDE Extensions, LSP","Replit is hiring a Tooling Engineer in Austin to scale developer tools initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting regional go-to-market launches. Candidates should be comfortable with React, Telemetry, TypeScript and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,65.9,1.05,0.141,54.14,0.95,9.06,85.25,76.55,low,LinkedIn
JOB-111065,2025-11-26T08:00:00,Replit,Tooling Engineer,Austin,180322.0,7,"TypeScript, Telemetry, React, IDE Extensions, LSP","Replit is hiring a Tooling Engineer in Austin to scale developer tools initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting regional go-to-market launches. Candidates should be comfortable with TypeScript, Telemetry, React and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,77.62,1.05,0.271,55.03,2.36,8.26,83.25,75.16,low,LinkedIn
JOB-111066,2025-11-26T16:00:00,Replit,Workflow Engineer,Austin,143170.0,3,"Workflows, Python, n8n, APIs, Zapier","Replit is hiring a Workflow Engineer in Austin to scale automation initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting production customers. Candidates should be comfortable with Workflows, Python, n8n and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,77.62,1.05,0.271,55.03,2.36,8.26,83.25,75.16,low,LinkedIn
JOB-111067,2025-11-26T17:00:00,Replit,Workflow Engineer,Seattle,168654.0,4,"APIs, Zapier, Python, Workflows, n8n","Replit is hiring a Workflow Engineer in Seattle to scale automation initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting regional go-to-market launches. Candidates should be comfortable with APIs, Zapier, Python and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,77.62,1.05,0.271,55.03,2.36,8.26,83.25,75.16,low,LinkedIn
JOB-111068,2025-11-27T17:00:00,Replit,Frontend Engineer,New York,147957.0,5,"IDE Extensions, LSP, React, TypeScript, Telemetry","Replit is hiring a Frontend Engineer in New York to scale developer tools initiatives across enterprise and developer workflows. The team is focused on global availability while supporting regional go-to-market launches. Candidates should be comfortable with IDE Extensions, LSP, React and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,71.06,1.05,0.226,53.39,-3.84,9.62,85.05,75.76,low,LinkedIn
JOB-111069,2025-11-28T11:00:00,Replit,Tooling Engineer,Austin,189614.0,5,"Telemetry, LSP, TypeScript, React, IDE Extensions","Replit is hiring a Tooling Engineer in Austin to scale developer tools initiatives across enterprise and developer workflows. The team is focused on global availability while supporting internal platform teams. Candidates should be comfortable with Telemetry, LSP, TypeScript and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,64.54,1.05,0.194,52.66,0.34,9.74,84.82,78.43,low,LinkedIn
JOB-111070,2025-11-28T08:00:00,Replit,Workflow Engineer,New York,196018.0,9,"APIs, Zapier, n8n, Workflows, Python","Replit is hiring a Workflow Engineer in New York to scale automation initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting internal platform teams. Candidates should be comfortable with APIs, Zapier, n8n and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,64.54,1.05,0.194,52.66,0.34,9.74,84.82,78.43,low,LinkedIn
JOB-111071,2025-11-30T12:00:00,Replit,Workflow Engineer,New York,144632.0,3,"Zapier, Workflows, APIs, n8n, Python","Replit is hiring a Workflow Engineer in New York to scale automation initiatives across enterprise and developer workflows. The team is focused on global availability while supporting open-source contributors. Candidates should be comfortable with Zapier, Workflows, APIs and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,68.84,1.05,0.252,52.02,-1.53,7.59,84.6,75.88,low,LinkedIn
JOB-111072,2025-12-01T09:00:00,Replit,Developer Experience Engineer,Seattle,146937.0,3,"IDE Extensions, React, TypeScript, Telemetry, LSP","Replit is hiring a Developer Experience Engineer in Seattle to scale developer tools initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting production customers. Candidates should be comfortable with IDE Extensions, React, TypeScript and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,63.19,1.05,0.095,53.33,2.96,8.55,85.41,74.34,low,LinkedIn
JOB-111073,2025-12-01T19:00:00,Replit,Automation Engineer,Seattle,148551.0,4,"Python, APIs, Zapier, Workflows, n8n","Replit is hiring a Automation Engineer in Seattle to scale automation initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting production customers. Candidates should be comfortable with Python, APIs, Zapier and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,63.19,1.05,0.095,53.33,2.96,8.55,85.41,74.34,low,LinkedIn
JOB-111074,2025-12-01T16:00:00,Replit,Tooling Engineer,Seattle,155598.0,6,"Telemetry, React, IDE Extensions, LSP, TypeScript","Replit is hiring a Tooling Engineer in Seattle to scale developer tools initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting production customers. Candidates should be comfortable with Telemetry, React, IDE Extensions and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,63.19,1.05,0.095,53.33,2.96,8.55,85.41,74.34,low,LinkedIn
JOB-111075,2025-12-02T21:00:00,Replit,Solution Architect,New York,154200.0,6,"n8n, Zapier, APIs, Workflows, Python","Replit is hiring a Solution Architect in New York to scale automation initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting internal platform teams. Candidates should be comfortable with n8n, Zapier, APIs and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,71.65,1.05,0.149,53.07,0.5,9.24,83.68,73.66,low,LinkedIn
JOB-111076,2025-12-02T19:00:00,Replit,Frontend Engineer,New York,159637.0,4,"Telemetry, LSP, React, IDE Extensions, TypeScript","Replit is hiring a Frontend Engineer in New York to scale developer tools initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting regional go-to-market launches. Candidates should be comfortable with Telemetry, LSP, React and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,71.65,1.05,0.149,53.07,0.5,9.24,83.68,73.66,low,LinkedIn
JOB-111077,2025-12-02T08:00:00,Replit,Automation Engineer,Austin,165322.0,8,"n8n, Zapier, Workflows, APIs, Python","Replit is hiring a Automation Engineer in Austin to scale automation initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting regional go-to-market launches. Candidates should be comfortable with n8n, Zapier, Workflows and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,71.65,1.05,0.149,53.07,0.5,9.24,83.68,73.66,low,LinkedIn
JOB-111078,2025-12-03T12:00:00,Replit,Developer Experience Engineer,New York,149936.0,4,"LSP, React, Telemetry, IDE Extensions, TypeScript","Replit is hiring a Developer Experience Engineer in New York to scale developer tools initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting regional go-to-market launches. Candidates should be comfortable with LSP, React, Telemetry and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,62.14,1.05,0.171,51.94,-2.62,8.98,82.71,75.28,low,LinkedIn
JOB-111079,2025-12-04T15:00:00,Replit,Applied Scientist,Austin,188761.0,9,"Tool Calling, LangChain, FastAPI, OpenAI API, RAG","Replit is hiring a Applied Scientist in Austin to scale ai agents initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting production customers. Candidates should be comfortable with Tool Calling, LangChain, FastAPI and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,71.77,1.05,0.183,51.21,-1.56,8.18,80.33,75.93,low,LinkedIn
JOB-111080,2025-12-05T13:00:00,Replit,Tooling Engineer,Seattle,176404.0,7,"Telemetry, TypeScript, LSP, React, IDE Extensions","Replit is hiring a Tooling Engineer in Seattle to scale developer tools initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting internal platform teams. Candidates should be comfortable with Telemetry, TypeScript, LSP and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,67.36,1.05,0.247,49.94,-0.78,11.77,82.82,72.44,low,LinkedIn
JOB-111081,2025-12-05T21:00:00,Replit,Automation Engineer,San Francisco,171610.0,5,"Zapier, n8n, Python, APIs, Workflows","Replit is hiring a Automation Engineer in San Francisco to scale automation initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting internal platform teams. Candidates should be comfortable with Zapier, n8n, Python and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,67.36,1.05,0.247,49.94,-0.78,11.77,82.82,72.44,low,LinkedIn
JOB-111082,2025-12-05T17:00:00,Replit,Frontend Engineer,New York,184925.0,6,"IDE Extensions, React, Telemetry, TypeScript, LSP","Replit is hiring a Frontend Engineer in New York to scale developer tools initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting open-source contributors. Candidates should be comfortable with IDE Extensions, React, Telemetry and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,67.36,1.05,0.247,49.94,-0.78,11.77,82.82,72.44,low,LinkedIn
JOB-111083,2025-12-05T09:00:00,Replit,Agent Platform Engineer,Seattle,165996.0,4,"Tool Calling, OpenAI API, RAG, Python, LangChain","Replit is hiring a Agent Platform Engineer in Seattle to scale ai agents initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting regional go-to-market launches. Candidates should be comfortable with Tool Calling, OpenAI API, RAG and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,67.36,1.05,0.247,49.94,-0.78,11.77,82.82,72.44,low,LinkedIn
JOB-111084,2025-12-05T15:00:00,Replit,Applied Scientist,Seattle,163117.0,5,"Tool Calling, FastAPI, OpenAI API, RAG, Python","Replit is hiring a Applied Scientist in Seattle to scale ai agents initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting production customers. Candidates should be comfortable with Tool Calling, FastAPI, OpenAI API and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,67.36,1.05,0.247,49.94,-0.78,11.77,82.82,72.44,low,LinkedIn
JOB-111085,2025-12-05T11:00:00,Replit,Solution Architect,Seattle,182551.0,7,"Zapier, n8n, Workflows, APIs, Python","Replit is hiring a Solution Architect in Seattle to scale automation initiatives across enterprise and developer workflows. The team is focused on cost-efficient inference while supporting regional go-to-market launches. Candidates should be comfortable with Zapier, n8n, Workflows and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,67.36,1.05,0.247,49.94,-0.78,11.77,82.82,72.44,low,LinkedIn
JOB-111086,2025-12-05T08:00:00,Replit,Tooling Engineer,San Francisco,169544.0,4,"IDE Extensions, React, Telemetry, TypeScript, LSP","Replit is hiring a Tooling Engineer in San Francisco to scale developer tools initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting regional go-to-market launches. Candidates should be comfortable with IDE Extensions, React, Telemetry and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,67.36,1.05,0.247,49.94,-0.78,11.77,82.82,72.44,low,LinkedIn
JOB-111087,2025-12-06T13:00:00,Replit,Automation Engineer,Seattle,136998.0,2,"Zapier, Python, n8n, APIs, Workflows","Replit is hiring a Automation Engineer in Seattle to scale automation initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting internal platform teams. Candidates should be comfortable with Zapier, Python, n8n and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,68.86,1.05,0.225,48.48,-3.69,8.69,82.58,77.3,low,LinkedIn
JOB-111088,2025-12-08T09:00:00,Replit,Frontend Engineer,Austin,158813.0,3,"LSP, Telemetry, React, TypeScript, IDE Extensions","Replit is hiring a Frontend Engineer in Austin to scale developer tools initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting internal platform teams. Candidates should be comfortable with LSP, Telemetry, React and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,70.9,1.05,0.188,50.29,2.14,10.43,82.37,74.34,low,LinkedIn
JOB-111089,2025-12-10T20:00:00,Replit,AI Engineer,Seattle,170101.0,3,"OpenAI API, LangChain, Python, Tool Calling, RAG","Replit is hiring a AI Engineer in Seattle to scale ai agents initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting regional go-to-market launches. Candidates should be comfortable with OpenAI API, LangChain, Python and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,72.18,1.05,0.049,49.61,-5.01,9.92,80.35,75.28,low,LinkedIn
JOB-111090,2025-12-10T17:00:00,Replit,Solution Architect,San Francisco,169550.0,5,"n8n, Workflows, Python, Zapier, APIs","Replit is hiring a Solution Architect in San Francisco to scale automation initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting production customers. Candidates should be comfortable with n8n, Workflows, Python and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,72.18,1.05,0.049,49.61,-5.01,9.92,80.35,75.28,low,LinkedIn
JOB-111091,2025-12-10T21:00:00,Replit,AI Engineer,Seattle,152094.0,2,"LangChain, Tool Calling, OpenAI API, FastAPI, RAG","Replit is hiring a AI Engineer in Seattle to scale ai agents initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting open-source contributors. Candidates should be comfortable with LangChain, Tool Calling, OpenAI API and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,AI Agents,72.18,1.05,0.049,49.61,-5.01,9.92,80.35,75.28,low,LinkedIn
JOB-111092,2025-12-11T10:00:00,Replit,Frontend Engineer,Austin,158930.0,3,"React, IDE Extensions, TypeScript, Telemetry, LSP","Replit is hiring a Frontend Engineer in Austin to scale developer tools initiatives across enterprise and developer workflows. The team is focused on data platform integration while supporting open-source contributors. Candidates should be comfortable with React, IDE Extensions, TypeScript and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,68.52,1.05,0.05,51.11,3.45,7.66,83.06,72.61,low,LinkedIn
JOB-111093,2025-12-12T19:00:00,Replit,Automation Engineer,New York,152731.0,6,"n8n, Zapier, Workflows, Python, APIs","Replit is hiring a Automation Engineer in New York to scale automation initiatives across enterprise and developer workflows. The team is focused on agent reliability while supporting production customers. Candidates should be comfortable with n8n, Zapier, Workflows and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Automation,75.41,1.05,0.136,50.17,-1.37,8.82,82.19,74.3,low,LinkedIn
JOB-111094,2025-12-12T21:00:00,Replit,Frontend Engineer,New York,154458.0,4,"React, Telemetry, TypeScript, LSP, IDE Extensions","Replit is hiring a Frontend Engineer in New York to scale developer tools initiatives across enterprise and developer workflows. The team is focused on secure deployment while supporting regional go-to-market launches. Candidates should be comfortable with React, Telemetry, TypeScript and cross-functional delivery in a fast-moving market.",CMP-014,United States,North America,Developer Tools,75.41,1.05,0.136,50.17,-1.37,8.82,82.19,74.3,low,LinkedIn
